loan_no,loan_date,default,balance,DSCR,campaign,interest,payment,total_income,loan_amount
879931,18/07/2021,no,474,3.254,Digital,8.765825895,3796.35,24709,136668
879940,26/05/2021,no,-152,4.165,Banking,2.29,2818.59,23481,135292
881063,27/05/2021,no,4038,3.132,Banking,10,5776.25,36184,277260
881193,08/07/2021,no,102,3.643,Banking,12.43714679,880.42,6414,15847
881279,12/08/2021,no,-113,5.841,Digital,3.5,1162.38,13578,55794
881385,28/05/2021,no,-184,7.985,Digital,9,903.89,14436,43386
881454,28/01/2021,no,366,2.645,Banking,11.32725069,5707.82,30189,102740
881757,04/02/2021,yes,-17,2.294,Digital,11.41296071,2403.04,11026,86509
881816,26/06/2021,no,0,4.03,Digital,2.085,2844.01,22920,136512
881927,12/05/2021,no,17441,2.185,Digital,3.913523176,6037.29,26384,217342
882148,21/11/2021,no,528,4.819,Banking,6.314977424,5295.35,51035,95316
882221,12/08/2021,no,-880,4.719,Banking,11.5,1874.33,17690,89967
882295,12/06/2021,no,199,4.094,Digital,1.792432657,70.1,574,2523
882335,20/06/2021,no,495,3.612,Digital,2.25,4382.84,31664,210376
882337,20/06/2021,no,377,3.294,?,11.5,7873.09,51869,377908
882693,26/05/2021,yes,1147,7.255,Digital,3.335,938.68,13621,45056
882994,18/11/2021,no,829,2.772,Digital,11.25,4708.89,26109,226026
883234,27/06/2021,no,1131,7.567,Banking,2.55,915.8,13860,43958
883390,08/07/2021,no,0,4.411,Banking,1.54,1735.15,15308,83287
883587,08/05/2021,no,648,3.028,Banking,10.77900601,357.18,2163,6429
883659,18/05/2021,no,10133,4.962,Digital,1.84,5277.18,52376,253304
883924,01/07/2021,no,91,4.394,Banking,14.23515196,5284.41,46441,95119
883926,24/07/2021,yes,103,2.437,Banking,10.39971189,336.21,1639,6051
884117,17/06/2021,yes,0,3.345,Digital,5,5776.1,38644,277252
884427,31/07/2021,no,1518,3.664,Banking,4.46,4689.97,34364,225118
884449,04/02/2021,no,304,3.573,Banking,1.551152805,520.1,3717,9361
884454,08/07/2021,no,1923,2.244,Banking,1.684678004,3883.59,17429,69904
884496,07/05/2021,no,245,4.196,Banking,2.366190904,1801.05,15115,32418
884570,06/02/2021,no,211,1.602,Banking,4.662978426,1884.33,6037,33917
884715,08/07/2021,no,77,4.97,Banking,3.311391122,1060.66,10542,19091
884789,11/05/2021,no,664,1.723,Banking,7.031253561,5937.84,20465,106881
884887,28/05/2021,no,728,4.857,Digital,11.5,1974.96,19184,94798
884927,26/08/2021,no,807,1.631,Digital,1.873178562,3502.68,11429,126096
885125,29/05/2021,no,88,4.183,Digital,2.05,3236.44,27075,155349
885128,04/07/2021,no,-28,3.635,Banking,5.974630732,4227.71,30732,76098
885155,16/04/2021,no,1036,2.164,Banking,3.27660322,2712.17,11740,48819
885453,20/11/2021,no,4420,2.69,Digital,2.34,5170.81,27819,248198
885677,28/05/2021,no,-421,3.064,Banking,2.34,5076.27,31107,243660
885991,29/08/2021,no,-254,3.317,Banking,5.5,4945,32801,237360
886018,07/05/2021,no,2100,5.148,Digital,7,1719.93,17710,82556
886268,23/07/2021,no,-470,3.307,Digital,8,2782.17,18399,133544
886336,11/05/2021,no,4,3.654,Banking,10,3658.54,26738,175609
886598,29/01/2021,no,227,19.392,Digital,13,281.85,10931,13528
886659,05/05/2021,no,-289,1.892,Banking,3.252493481,331.65,1255,5969
886785,16/06/2021,no,2962,2.893,Banking,8.941631043,7200.31,41654,129605
886932,05/05/2021,no,56,3.444,Digital,2.34,3732.59,25707,179164
887123,06/05/2021,no,110,3.483,Digital,13.24110145,865.21,6027,31147
887319,15/05/2021,no,1372,6.294,Digital,2.415,1109.44,13966,53253
887424,05/05/2021,no,-9,2.404,Digital,6.796078067,3050.64,14666,109823
887710,16/10/2021,no,423,9.175,Banking,10.085,735.58,13498,35307
887726,31/07/2021,no,1694,10.685,Digital,2.3,575.6,12300,27628
887757,16/07/2021,no,36,3.906,Digital,2.5,2213.23,17290,106235
887793,04/02/2021,no,98,6.563,?,12.5,1165.51,15298,55944
887871,05/05/2021,no,398,1.984,Digital,10.77076685,4817.83,19114,173441
888086,29/08/2021,no,230,3.744,Digital,9.0625,2457.99,18406,117983
888119,11/07/2021,no,84,11.187,Digital,1.84,544.09,12173,26116
888176,30/05/2021,no,1216,10.877,Digital,1.465,621.93,13530,29852
888255,06/05/2021,no,83,1.635,Digital,7.352571766,6261.67,20471,225420
888311,28/08/2021,no,456,2.9,Banking,3.165,4499.16,26098,215959
888370,18/07/2021,yes,-46,2.636,Digital,8.479808612,6077.14,32039,218777
888523,16/04/2021,no,359,6.527,Digital,11.5,1003.46,13099,48166
888565,26/08/2021,no,544,6.287,Digital,1.675,2199.72,27659,105586
888798,02/02/2021,no,97,4.468,Banking,7.18525312,520.35,4650,9366
888892,29/07/2021,no,529,14.147,Digital,7.75,402.03,11375,19297
888939,13/08/2021,no,5,4.535,Banking,14.29460271,5410.97,49074,97397
888962,31/07/2021,no,259,2.345,Banking,12.30923078,3924.42,18403,70639
888964,18/11/2021,no,2251,4.308,Banking,1.856366963,3112.79,26819,56030
888967,01/07/2021,no,6,10.725,Digital,1.625,587.13,12594,28182
889031,20/11/2021,no,3043,2.324,Banking,2.153929119,1235.01,5741,22230
889462,20/04/2021,no,834,3.164,Digital,2.71,6193.3,39189,297278
889505,19/06/2021,no,692,7.35,Digital,10.085,1061.11,15598,50933
889509,17/11/2021,no,0,45.816,Banking,5.29,115.91,10621,5563
889716,24/07/2021,no,3348,3.356,Banking,4.46,6731.85,45187,323128
889745,18/05/2021,yes,5,2.212,Digital,1.709753646,1715.79,7590,61768
889844,15/07/2021,no,38,7.231,Banking,1.925,992.34,14351,47632
889946,31/07/2021,no,2,4.102,Digital,2.175,2030.47,16656,97462
890017,07/07/2021,no,338,3.2,Banking,4.14299013,837.15,5357,15068
890088,05/02/2021,no,503,9.146,Digital,7.798054143,942.27,17236,45228
890297,27/05/2021,no,33,5.011,Digital,1.75,2059.66,20642,98863
890675,03/09/2021,no,0,13.279,Digital,2,432.21,11479,20746
890845,21/11/2021,no,22125,2.713,Banking,4.985271869,6121.3,33215,110183
890996,04/02/2021,no,330,3.506,Digital,1.665,3809.51,26712,182856
891015,07/05/2021,no,156,1.905,Banking,9.245476353,5634.24,21461,101416
891029,10/07/2021,no,61,2.284,Digital,8.25,7504.04,34276,360193
891135,16/07/2021,no,123,6.319,Digital,3.5,1748.63,22099,83934
891175,29/01/2021,no,880,4.254,Digital,1.997969317,4790.51,40756,172458
891222,23/05/2021,no,61,12.326,Digital,2.38,472.05,11637,22658
891233,02/03/2021,no,8,3.917,Banking,6.164747513,2459.15,19265,44264
891255,11/06/2021,no,307,4.847,Digital,6,2123.12,20582,101909
891303,08/07/2021,no,350,3.129,Digital,7,10274.75,64302,493188
891523,21/11/2021,no,2697,1.416,Digital,8.432456166,1724.34,4883,82768
891539,06/02/2021,no,183,8.019,Banking,11.125,878.4,14088,42163
891808,07/05/2021,no,660,5.308,Digital,2.01,1776.5,18861,85272
892185,23/05/2021,no,70,3.791,Digital,9.5,3160.07,23958,151683
892331,07/07/2021,no,8,5.309,Digital,2.385,2142.49,22750,102839
892392,29/08/2021,no,-852,3.964,Digital,6.786645086,2199.15,17437,79169
892405,16/05/2021,no,0,6.935,Digital,2.05,1102.6,15292,52924
892479,26/08/2021,no,2688,3.147,Banking,1.885,3450.29,21714,165613
892540,18/11/2021,no,20,2.483,Banking,12.1940209,143.56,713,2584
892711,18/11/2021,no,1357,3.256,Digital,6.75,3235.71,21069,155314
892807,21/11/2021,no,1942,5.002,Digital,6.75,2505.05,25060,120242
892888,19/06/2021,no,748,3.245,Banking,1.59,4171.7,27075,200241
892951,14/07/2021,no,201,3.171,Banking,2.335,5973.69,37891,286737
893340,29/05/2021,no,799,4.307,Banking,7.829108894,5500.5,47382,99009
893358,09/02/2021,no,16,3.873,Digital,6.75,3362.21,26041,161386
893951,16/07/2021,no,1927,2.535,Digital,4.980318357,1494.88,7580,53815
893995,21/11/2021,no,19447,3.569,Banking,3.125,3894.4,27801,186931
894042,28/07/2021,no,0,3.938,Digital,1.8,4113.65,32399,197455
894050,11/05/2021,no,985,4.447,Banking,11.49686658,3575.37,31797,64356
894071,28/07/2021,no,1346,4.218,Digital,2.374012546,6620.64,55847,238343
894402,21/05/2021,no,2183,13.227,Digital,5,444.51,11759,21336
894559,24/07/2021,no,-71,40.69,Digital,5.875,130.77,10642,6276
894696,08/05/2021,no,88,11.728,Digital,1.5,497.5,11669,23880
894787,04/06/2021,no,344,6.362,Digital,2.05,1287.65,16385,61807
895008,28/07/2021,no,1938,3.528,Digital,4.25,4160.17,29353,199688
895151,08/07/2021,no,144,4.8,Banking,10.50091418,6464.41,62064,116359
895511,08/05/2021,no,294,20.641,Digital,4.415,272.86,11264,13097
895544,17/06/2021,no,243,1.853,Banking,7.172924238,1986.52,7364,35757
895580,07/05/2021,yes,-1034,2.751,Digital,1.309413587,1320.63,7266,47542
895605,08/05/2021,no,89,4.582,Banking,12.53005613,1656.62,15182,29819
895617,04/11/2021,yes,-594,5.841,?,2,1410.29,16476,67693
895882,07/05/2021,no,-145,3.305,Digital,3.25,4790.51,31663,229944
896022,29/01/2021,no,6507,1.695,Banking,11.50562378,8481.78,28756,152672
896570,17/11/2021,no,6203,4.779,Digital,4,2327.64,22246,111726
896704,21/11/2021,no,35,4.31,Digital,11,2252.15,19412,108103
897129,11/05/2021,no,3049,2.437,Banking,7.139009658,1027.74,5010,18499
897179,21/07/2021,no,393,19.362,Digital,9.25,295.3,11435,14174
897263,19/11/2021,no,102,1.581,Banking,3.140272063,600.8,1900,10814
897432,07/08/2021,no,359,3.991,Digital,6.5,3145.3,25107,150974
897482,22/07/2021,no,57,3.09,Digital,4.25,6049.51,37386,290376
898158,30/01/2021,no,663,1.94,Digital,14.0154483,2057.83,7984,74081
898221,20/06/2021,yes,-771,3.236,Digital,6.5,3096.96,20043,148654
898474,07/07/2021,no,2284,21.383,Banking,1.585,262.36,11220,12593
898766,26/06/2021,no,2279,2.983,Digital,4.847112881,1594.07,9511,57386
898767,22/07/2021,yes,0,1.521,Banking,11.63566905,6059.73,18430,109075
898959,20/06/2021,no,649,4.193,Digital,2,3313.78,27788,159061
898977,28/07/2021,no,303,1.782,Banking,3.34589684,1412.41,5033,25423
898986,30/06/2021,no,-101,2.697,Digital,2.71,5169.3,27881,248126
899491,11/07/2021,no,2848,2.109,Digital,1.741054502,463.07,1953,16670
899621,10/07/2021,no,3386,3.604,Banking,2.25,3585.07,25842,172083
899757,18/05/2021,no,261,2.273,Banking,4.038199652,2932.22,13332,52779
900011,18/06/2021,no,889,1.564,Digital,13.17131528,1670.05,5224,60121
900073,05/06/2021,yes,0,29.921,Banking,3.54,182.23,10905,8747
900183,17/07/2021,no,255,7.326,Digital,4.71,895.38,13120,42978
900262,06/02/2021,no,4146,3.412,Banking,2.54,6005.42,40976,288260
900284,12/05/2021,no,311,2.304,Digital,2.5,8930.55,41150,428666
900298,04/02/2021,no,144,3.573,Banking,4.540132952,1292.64,9236,23267
900406,18/11/2021,no,-1080,28.362,Digital,1.585,192.95,10945,9261
900533,12/11/2021,no,4693,4.468,Digital,12.125,1738.17,15533,83432
900685,17/11/2021,no,597,2.043,Banking,9.96,525.1,2146,9451
900965,11/05/2021,no,-339,35.459,Digital,1.465,153.98,10920,7391
901100,29/01/2021,no,1225,6.529,Digital,1.585,1144.49,14945,54935
901164,30/01/2021,no,737,1.939,Banking,4.167809621,1706.22,6618,30711
901333,21/05/2021,no,1887,1.979,Banking,14.84126074,1133.83,4488,20408
901367,30/05/2021,no,1341,3.177,Digital,1.465,3525.41,22402,169219
901379,29/05/2021,no,856,2.552,Digital,2.385,11183.91,57073,536827
901397,30/05/2021,no,421,2.355,Digital,1.75,6595.03,31058,316561
901452,30/01/2021,no,901,4.291,Digital,1.8,3139.24,26939,150683
901538,12/08/2021,no,424,11.447,Banking,3.5,554.58,12696,26619
901666,15/07/2021,no,-112,5.623,Digital,2.335,1530.06,17207,73442
901742,10/07/2021,no,0,6.9,Digital,10.335,961.67,13272,46160
901795,15/05/2021,no,-172,6.321,Digital,1.465,1175.9,14866,56443
901941,14/05/2021,no,-418,18.838,Digital,2.175,293.66,11064,14095
901956,27/08/2021,no,3726,4.25,Digital,2.55,2155.66,18323,103471
902008,07/07/2021,no,-55,1.775,Banking,2.585473235,5274.85,18724,94947
902076,05/02/2021,no,1016,2.382,Banking,4.631476417,3842.25,18305,69160
902105,29/01/2021,no,71,3.18,Digital,1.54,8463.78,53834,406261
902119,06/02/2021,no,1554,47.413,Digital,4.625,111.15,10540,5335
902134,31/07/2021,no,969,2.652,Digital,1.965,7915.8,41985,379958
902164,11/07/2021,no,447,4.059,Digital,1.349889944,1963.14,15935,70673
902494,09/05/2021,no,-208,4.265,Banking,3.04,3144.27,26822,150924
902720,21/05/2021,no,1260,2.463,Digital,2.135,8500.9,41878,408043
902854,29/05/2021,no,10,2.199,Banking,1.872331225,4627.07,20348,83287
902959,03/06/2021,no,0,3.356,Banking,3,3215.25,21578,154332
902986,06/02/2021,no,-1455,4.887,Digital,6.807015298,1393.22,13617,50155
903114,07/07/2021,no,24,2.73,Digital,6.165,10427.86,56936,500537
903175,20/05/2021,no,3059,17.164,Digital,11.46,337.6,11589,16204
903361,15/09/2021,no,1093,3.389,Digital,2.55,6232.81,42242,299174
903463,04/07/2021,no,-59,2.703,Banking,10.28253694,291.31,1575,5243
903621,29/05/2021,no,1268,5.041,Digital,2.385,2304.75,23236,110628
903811,31/07/2021,no,-211,2.556,Banking,6.762231129,1778.22,9089,32007
903928,15/07/2021,no,-84,3.393,Digital,1.835,3173.54,21536,152329
903937,08/07/2021,no,136,1.663,Digital,1.407878233,1720.2,5720,61927
904310,07/05/2021,no,137,2.337,Banking,5.226256519,1575.25,7363,28354
904741,08/07/2021,no,193,4.937,Digital,3.191331798,6161.81,60846,221825
904756,04/06/2021,no,128,3.629,Banking,10.49002972,121.12,879,2180
905383,23/07/2021,no,3761,2.259,Banking,8.802167031,603.81,2728,10868
905603,06/06/2021,no,215,18.678,Digital,3.165,311.65,11642,14959
905743,14/05/2021,no,864,8.69,Digital,1.715,745.37,12954,35777
905821,28/05/2021,no,-971,5.269,Digital,2.3,1902.87,20053,91337
905929,30/04/2021,no,7468,9.66,Digital,5.125,631.61,12203,30317
906224,31/07/2021,no,171,4.049,Digital,9.79,2301.86,18639,110489
906494,20/11/2021,no,6659,5.598,Digital,11,1472.35,16484,70672
906518,07/07/2021,no,379,6.319,Digital,11.5,1259.99,15923,60479
906593,18/11/2021,no,530,3.374,Banking,13.77185593,3792.01,25591,68256
906920,30/01/2021,yes,-1161,6.208,Digital,2.189579599,1276.08,15843,61251
906923,21/07/2021,no,54,2.425,Digital,13.2405512,8975.12,43538,323104
907301,01/07/2021,no,49,35.831,Digital,9.0625,147.61,10578,7085
907302,11/06/2021,no,0,3.676,Digital,4.152252724,864.87,6359,31135
907425,12/05/2021,no,11686,2.663,Banking,7,8419.65,44841,404143
907437,30/07/2021,no,2303,2.892,Banking,13.98733439,5328.78,30826,95918
907462,08/05/2021,no,-556,5.03,Digital,2.3,1861.68,18728,89360
907587,20/06/2021,no,1609,4.944,Banking,10.13238193,506.51,5008,9117
907722,11/06/2021,yes,-9,3.311,Banking,2.441103436,5546.7,36735,99840
907817,20/11/2021,no,387,4.544,Digital,1.51,1985.86,18047,95321
908191,17/06/2021,no,232,4.009,Banking,11.5,2778.43,22275,133364
908431,14/08/2021,no,1165,4.824,Digital,1.335,1972.35,19029,94672
908525,14/07/2021,no,338,2.472,Banking,1.97757387,3991.11,19732,71839
908554,11/02/2021,no,363,8.106,Digital,2.175,865.82,14036,41559
908690,07/08/2021,no,227,4.834,Banking,1.432719517,3875.38,37470,69756
909046,26/05/2021,no,-213,36.91,Banking,1.46,141.64,10456,6798
909149,04/02/2021,no,61,17.086,Digital,4.625,332.49,11362,15959
909192,29/01/2021,no,-600,1.705,Digital,1.774299352,5502.14,18757,198077
909312,12/05/2021,no,663,3.927,Digital,14.5,2234.82,17554,107271
909344,28/07/2021,no,103,4.241,Banking,5.944485874,730.55,6196,13149
909356,21/08/2021,no,2326,12.59,Digital,5.835,482.51,12150,23160
909508,30/05/2021,no,883,3.224,Digital,11.5,6108.37,39381,293201
909705,15/05/2021,no,109,2.707,Banking,4.747944709,1509.58,8173,27172
909821,04/02/2021,no,383,3.429,Banking,12.36791383,4882.96,33490,87893
909872,14/07/2021,no,3258,6.271,Banking,9.25,1175.49,14743,56423
909937,27/05/2021,no,1715,26.847,Banking,1.75,207.32,11132,9951
909982,28/07/2021,no,179,3.639,Banking,13.69633585,5382.88,39181,96891
909993,21/11/2021,no,8017,3.134,Digital,11.86880053,6568.93,41177,236481
910352,20/08/2021,no,1194,3.004,Digital,2.55,7620.15,45777,365767
910889,13/05/2021,no,14,3.775,Digital,5.214272369,1279.59,9662,46065
910935,07/07/2021,no,428,1.726,Banking,9.43046228,7019.23,24231,126346
911208,09/12/2021,no,1077,8.507,Digital,13.1675,838.5,14266,40248
911237,28/07/2021,no,-1493,6.204,Banking,1.835,1298.03,16105,62305
911817,02/06/2021,no,-691,4.835,Banking,6.327875885,2692.16,26032,48458
911931,03/07/2021,no,31,1.943,Banking,8.38748412,481.08,1869,8659
912071,02/02/2021,no,4930,3.805,Digital,3.54,3978.41,30274,190963
912118,18/11/2021,no,0,2.664,Digital,13.18559036,6956.01,37062,250416
912269,27/05/2021,no,-363,2.914,Digital,8.09620252,1741.74,10150,62702
912626,11/08/2021,no,106,2.351,Digital,4.04,7746.18,36422,371816
912777,12/06/2021,no,3664,2.905,Digital,15,5262.08,30575,252579
912872,02/02/2021,no,458,4.239,Banking,9.523721864,3749.77,31789,67495
912930,21/11/2021,no,175,3.18,Banking,5.728990998,1302.65,8286,23447
913236,18/07/2021,no,114,2.839,Banking,11.12471306,553.67,3144,9966
913352,17/06/2021,no,105,2.269,Banking,14.59272364,4057.73,18416,73039
913571,29/07/2021,no,114,2.153,Banking,4.43522443,1562.55,6727,28125
913609,15/04/2021,no,292,4.445,Digital,1.5,1723.43,15322,82724
913660,07/07/2021,no,278,3.968,Digital,9.509571285,9910.21,78656,356767
913749,02/02/2021,no,59,2.959,Digital,4.5,8121.91,48067,389851
913799,18/11/2021,no,1164,5.866,Digital,1.5,1448.64,16995,69534
913864,14/07/2021,no,138,9.592,Digital,1.5,716.51,13745,34392
913998,19/05/2021,no,316,7.04,?,1.885,1141.11,16067,54773
914002,15/07/2021,no,-349,2.734,Digital,2.388921247,10242.43,56006,368727
914242,30/01/2021,no,3154,2.29,Digital,2.460721415,5721.58,26210,205976
914255,13/05/2021,no,449,3.01,Banking,12.54,9881.6,59487,474316
914268,08/07/2021,no,0,3.207,Banking,2.150184163,2294.35,14717,41298
914982,14/07/2021,no,21,2.874,Digital,8.533489895,7376.54,42398,265555
915456,21/07/2021,no,5,3.128,Digital,5.5,3993.38,24983,191682
915516,15/05/2021,no,892,4.987,Digital,2.5,1447.66,14440,69487
915540,15/07/2021,no,-563,1.813,Digital,14.4069858,3266.96,11843,117610
915545,04/02/2021,no,175,2.196,Banking,2.479062476,3763.92,16534,67750
915758,04/06/2021,no,2671,3.182,Banking,6.5,9613.76,61184,461460
915765,14/07/2021,no,171,4.437,Digital,10.25,3055.41,27116,146659
915790,05/08/2021,no,3158,2.694,Banking,7.75,9870.51,53183,473784
915848,26/06/2021,no,526,3.731,Digital,1.635,3994.66,29810,191743
915884,05/05/2021,no,0,2.115,Digital,11.53804529,4508.9,19072,162320
915956,08/07/2021,no,731,3.514,Digital,2.09,5099.51,35844,244776
915981,23/04/2021,no,314,4.5,Banking,2.705542108,4569.24,41122,82246
916071,29/05/2021,no,524,1.998,Banking,9.885543151,11189.78,44712,201416
916159,05/06/2021,no,2158,2.942,Banking,14.24333746,891.73,5247,16051
916238,06/08/2021,no,103,19.589,Digital,10.335,288.38,11298,13842
916436,23/07/2021,no,1539,7.54,Digital,7.75,940.29,14179,45133
916564,02/06/2021,no,603,2.277,Banking,2.263532121,350.43,1596,6307
916737,26/06/2021,no,-1,23.436,Banking,5.085,240.36,11266,11537
916757,06/05/2021,no,88,3.781,Digital,12.335,3315.94,25078,159165
916942,07/05/2021,no,4,10.14,Digital,4.5,592.42,12014,28436
916947,07/05/2021,no,44,4.225,Digital,6.5,1983.01,16758,95184
917216,12/08/2021,no,1280,2.286,Digital,6.905440066,3866.65,17675,139199
917486,04/02/2021,yes,75,2.3,Digital,5.177545916,1255.43,5776,45195
917647,04/06/2021,no,880,4.424,Digital,5.25776429,2244.36,19856,80796
917677,04/08/2021,no,691,7.854,Banking,1.5,884,13885,42432
917750,12/11/2021,no,52,28.74,Digital,4.125,189.77,10908,9108
917792,22/07/2021,no,-247,2.877,Banking,11.35438732,4832.17,27806,86979
917815,18/07/2021,no,1173,2.305,Digital,5.17503578,5771.76,26612,207783
917887,28/07/2021,no,711,2.98,Banking,2.09,6490.6,38688,311548
918178,08/07/2021,no,97,3.759,Banking,4.125,3226.3,24257,154862
918258,23/05/2021,no,875,3.369,Digital,2.302950922,1492.6,10057,53733
918379,06/05/2021,no,-76,4.698,Digital,9.937191396,878.19,8252,31614
918463,12/05/2021,no,64,5.248,Digital,1.335,2372.29,24898,113869
918521,04/06/2021,no,556,4.134,Banking,14.95823386,411.93,3406,7414
918587,01/04/2021,no,-121,2.397,Digital,13.57577634,693.61,3325,24969
918828,18/11/2021,no,258,23.373,Digital,2.175,240.96,11264,11566
918930,31/07/2021,no,2473,3.973,Banking,6,3053.26,24259,146556
919004,29/01/2021,no,948,2.339,Banking,6.942678799,278.34,1302,5010
919026,02/06/2021,no,659,3.16,Digital,5.427227675,2802.46,17713,100888
919107,24/07/2021,no,0,2.762,Digital,2.34,6991.42,38623,335588
919127,17/11/2021,no,463,24.56,Banking,12,226.79,11140,10885
919553,25/05/2021,no,911,3.442,Digital,1.51,5869.89,40406,281754
919771,29/01/2021,no,2365,4.225,Digital,6,2310.33,19521,110895
919772,12/05/2021,no,356,3.349,Digital,5,2897.25,19407,139068
919947,30/07/2021,yes,-160,2.325,Digital,9.5,8910.25,41435,427692
920106,17/11/2021,no,3795,7.424,Banking,2.3,992.37,14734,47633
920355,17/07/2021,no,20,2.981,Banking,1.5,5373.85,32044,257944
920384,30/04/2021,no,-32,2.738,Banking,11.94929412,1396.44,7648,25135
920503,23/07/2021,no,0,4.948,Digital,2.3,1520.26,15046,72972
920774,27/05/2021,no,910,1.786,Banking,7.062155518,3392.05,12119,61056
920776,26/06/2021,no,1349,1.667,Digital,4.511984771,728.5,2429,26226
921076,20/04/2021,no,266,1.655,Digital,6.07029851,336.49,1114,12113
921094,03/06/2021,no,86,10.841,Digital,2.55,615.5,13345,29544
921183,03/02/2021,yes,-401,4.083,Digital,5.5,2781.51,22714,133512
921217,29/05/2021,no,0,13.178,Digital,1.635,474.57,12508,22779
921358,18/11/2021,no,79,4.535,Banking,1.925,2020.22,18325,96970
921575,13/05/2021,no,378,2.764,Digital,8.882068944,6063.72,33518,218293
921717,15/05/2021,no,68,3.273,?,5.932362844,7192.03,47075,345217
